id;Kanji;Strokes;JLPT-test;"Name of Radical";"Reading within Joyo";"Reading beyond Joyo"
366;吸;6;3;"Kuchi, Kuchihen";キュウ、す-う;
622;候;10;3;"Hito, Ninben, Hitoyane";コウ、そうろう;そうろ
1904;末;5;3;"Ki, Kihen";マツ、バツ、すえ;
369;求;7;3;"Mizu, Sanzui, Shitamizu";キュウ、もと-める;グ
1650;髪;14;3;Kamigashira;ハツ、かみ;
627;降;10;3;Kozatohen;コウ、お-りる、お-ろす、ふ-る;くだ
883;収;4;3;Mata;シュウ、おさ-める、おさ-まる;
1907;満;12;3;"Mizu, Sanzui, Shitamizu";マン、み-ちる、み-たす;
1140;石;5;3;"Ishi, Ishihen";セキ、[シャク]、[コク]、いし;
1652;抜;7;3;Tehen;バツ、ぬ-く、ぬ-ける、ぬ-かす、ぬ-かる;
117;横;15;3;"Ki, Kihen";オウ、よこ;
1142;昔;8;3;"Nichi, Nichihen";セキ、[シャク]、むかし;
1910;未;5;3;"Ki, Kihen";ミ;ひつじ、いま
1655;反;4;3;Mata;ハン、[ホン]、[タン]、そ-る、そ-らす;
1144;席;10;3;"Haba, Kinben";セキ;し
377;球;11;3;"Tama, Oo";キュウ、たま;
378;給;12;3;"Ito, Itohen";キュウ;たま
1658;犯;5;3;"Inu, Kemonohen";ハン、おか-す;ボン
635;港;12;3;"Mizu, Sanzui, Shitamizu";コウ、みなと;
1404;頂;11;3;Oogai;チョウ、いただ-く、いただき;
1149;責;11;3;"Kai, Kaihen";セキ、せ-める;シャク
1662;判;7;3;"Katana, Rittoo";ハン、バン;わか
1918;民;5;3;Uji;ミン、たみ;
1151;積;16;3;"Nogi, Nogihen";セキ、つ-む、つ-もる;シャク
1919;眠;10;3;"Me, Mehen";ミン、ねむ-る、ねむ-い;
384;居;8;3;Shikabane;キョ、い-る;コ、ゴ、お
1664;阪;7;3;Kozatohen;ハン;さか、ざか
641;構;14;3;"Ki, Kihen";コウ、かま-える、かま-う;
1921;務;11;3;Chikara;ム、つと-める、つと-まる;
1155;折;7;3;Tehen;セツ、お-る、おり、お-れる;
1923;夢;13;3;Yuube;ム、ゆめ;
132;化;4;3;Hi;カ、ケ、ば-ける、ば-かす;
389;許;11;3;"Gon, Gonben";キョ、ゆる-す;コ、もと
1925;娘;10;3;"Onna, Onnahen";むすめ;
134;加;5;3;Chikara;カ、くわ-える、くわ-わる;ケ
135;可;5;3;"Kuchi, Kuchihen";カ;
1415;調;15;3;"Gon, Gonben";チョウ、しら-べる、ととの-う、ととの-える;つき
1927;命;8;3;"Kuchi, Kuchihen";メイ、ミョウ、いのち;
392;御;12;3;Gyooninben;ギョ、ゴ、おん;おさ、お、み
1160;雪;11;3;"Ame, Amekanmuri";セツ、ゆき;そそ
1929;迷;9;3;Shinnyoo;メイ、まよ-う;マイ
1418;直;8;3;"Me, Mehen";チョク、ジキ、ただ-ちに、なお-す、なお-る;た、だ
395;共;6;3;Hachi;キョウ、とも;
651;号;5;3;"Kuchi, Kuchihen";ゴウ;
1163;説;14;3;"Gon, Gonben";セツ、[ゼイ]、と-く;
652;合;6;3;"Kuchi, Kuchihen";ゴウ、ガッ、[カッ]、あ-う、あ-わす、あ-わせる;コウ
141;果;8;3;"Ki, Kihen";カ、は-たす、は-てる、は-て;くだもの
1165;絶;12;3;"Ito, Itohen";ゼツ、た-える、た-やす、た-つ;
1933;鳴;14;3;Tori;メイ、な-く、な-る、な-らす;
1679;晩;12;3;"Nichi, Nichihen";バン;
144;科;9;3;"Nogi, Nogihen";カ;しな、とが
400;供;8;3;"Hito, Ninben, Hitoyane";キョウ、[ク]、そな-える、とも;
1680;番;12;3;"Ta, Tahen";バン;つが
1936;面;9;3;Men;メン、おも、おもて、つら;
658;告;7;3;"Kuchi, Kuchihen";コク、つ-げる;
1427;追;9;3;Shinnyoo;ツイ、お-う;
660;刻;8;3;"Katana, Rittoo";コク、きざ-む;
406;恐;10;3;"Kokoro, Risshinben, Shitagokoro";キョウ、おそ-れる、おそ-ろしい;
1686;否;7;3;"Kuchi, Kuchihen";ヒ、いな;
1175;洗;9;3;"Mizu, Sanzui, Shitamizu";セン、あら-う;
1431;痛;12;3;Yamaidare;ツウ、いた-い、いた-む、いた-める;
920;宿;11;3;Ukanmuri;シュク、やど、やど-る、やど-す;スク、シュ
1688;彼;8;3;Gyooninben;ヒ、かれ、[かの];か
153;過;12;3;Shinnyoo;カ、す-ぎる、す-ごす、あやま-つ、あやま-ち;よぎ
1691;非;8;3;Arazu;ヒ;
668;込;5;3;Shinnyoo;こ-む、こ-める;
1180;船;11;3;"Fune, Funehen";セン、ふね、[ふな];
157;靴;13;3;"Kakunokawa, Kawahen";カ、くつ;
1181;戦;13;3;"Hokogamae, Hokozukuri";セン、いくさ、たたか-う;おのの
1437;低;7;3;"Hito, Ninben, Hitoyane";テイ、ひく-い、ひく-める、ひく-まる;
1693;飛;9;3;Tobu;ヒ、と-ぶ、と-ばす;
1949;門;8;3;Mongamae;モン、かど;
1694;疲;10;3;Yamaidare;ヒ、つか-れる;
671;困;7;3;Kunigamae;コン、こま-る;
928;術;11;3;Gyoogamae;ジュツ;
1441;定;8;3;Ukanmuri;テイ、ジョウ、さだ-める、さだ-まる、さだ-か;
1697;悲;12;3;"Kokoro, Risshinben, Shitagokoro";ヒ、かな-しい、かな-しむ;
675;婚;11;3;"Onna, Onnahen";コン;
1699;費;12;3;"Kai, Kaihen";ヒ、つい-やす、つい-える;
1957;役;7;3;Gyooninben;ヤク、エキ;
1958;約;9;3;"Ito, Itohen";ヤク;
424;曲;6;3;Hirabi;キョク、ま-がる、ま-げる;くせ
1192;選;15;3;Shinnyoo;セン、えら-ぶ;
1960;薬;16;3;Kusakanmuri;ヤク、くすり;
425;局;7;3;Shikabane;キョク;つぼね
1449;庭;10;3;Madare;テイ、にわ;
1705;美;9;3;Hitsuji;ビ、うつく-しい;ミ、うま、よ
1706;備;12;3;"Hito, Ninben, Hitoyane";ビ、そな-える、そな-わる;つぶさ
1963;由;5;3;"Ta, Tahen";ユ、ユウ、[ユイ]、よし;よ
1196;全;6;3;"Hito, Ninben, Hitoyane";ゼン、まった-く、すべ-て;まっと
173;回;6;3;Kunigamae;カイ、[エ]、まわ-る、まわ-す;めぐ
943;処;5;3;Suinyoo;ショ;どころ
1199;然;12;3;"Hi, Hihen, Renga";ゼン、ネン;しか
1455;程;12;3;"Nogi, Nogihen";テイ、ほど;
688;差;10;3;"E, Takumihen";サ、さ-す;
944;初;7;3;"Katana, Rittoo";ショ、はじ-め、はじ-めて、はつ、うい、そ-める;うぶ
1712;必;5;3;"Kokoro, Risshinben, Shitagokoro";ヒツ、かなら-ず;
945;所;8;3;"To, Tokanmuri";ショ、ところ;ソ、ゾ、ら
434;勤;12;3;Chikara;キン、[ゴン]、つと-める、つと-まる;
691;座;10;3;Madare;ザ、すわ-る;サ、くら、ぐら
948;暑;12;3;"Nichi, Nichihen";ショ、あつ-い;
693;才;3;3;Tehen;サイ;
950;緒;14;3;"Ito, Itohen";ショ、[チョ]、お;いとぐち
1206;祖;9;3;"Shimesu, Shimesuhen";ソ;
1718;表;8;3;"Koromo, Koromohen";ヒョウ、おもて、あらわ-す、あらわ-れる;
184;皆;9;3;Shiro;カイ、みな;みんな
696;妻;8;3;"Onna, Onnahen";サイ、つま;め
1464;適;14;3;Shinnyoo;テキ;かな
186;絵;12;3;"Ito, Itohen";カイ、エ;
954;助;7;3;Chikara;ジョ、たす-ける、たす-かる、すけ;ソ
1211;組;11;3;"Ito, Itohen";ソ、く-む、くみ;
1980;遊;12;3;Shinnyoo;ユウ、[ユ]、あそ-ぶ;
445;区;4;3;Kakushigamae;ク;
958;除;10;3;Kozatohen;ジョ、[ジ]、のぞ-く;
191;解;13;3;"Tsuno, Tsunohen";カイ、ゲ、と-く、と-かす、と-ける;ケ
447;苦;8;3;Kusakanmuri;ク、くる-しい、くる-しむ、くる-しめる、にが-い、にが-る;コ
703;済;11;3;"Mizu, Sanzui, Shitamizu";サイ、す-む、す-ます;セイ、わた
1728;猫;11;3;"Inu, Kemonohen";ビョウ、ねこ;ミョウ
449;具;8;3;Hachi;グ;ク、つぶさ、そな、とも
1985;優;17;3;"Hito, Ninben, Hitoyane";ユウ、やさ-しい、すぐ-れる;ウ
1986;与;3;3;Ichi;ヨ、あた-える;あずか、くみ
707;菜;11;3;Kusakanmuri;サイ、な;
1475;点;9;3;"Hi, Hihen, Renga";テン;
1731;貧;11;3;"Kai, Kaihen";ヒン、ビン、まず-しい;
1987;予;4;3;Haneboo;ヨ;あらかじ
708;最;12;3;Hirabi;サイ、もっと-も;
1220;争;6;3;Ku;ソウ、あらそ-う;
1988;余;7;3;"Hito, Ninben, Hitoyane";ヨ、あま-る、あま-す;
453;偶;11;3;"Hito, Ninben, Hitoyane";グウ;
199;害;10;3;Ukanmuri;ガイ;
1223;相;9;3;"Me, Mehen";ソウ、ショウ、あい;
968;招;8;3;Tehen;ショウ、まね-く;
713;歳;13;3;Tomeru;サイ、[セイ];とし
1225;草;9;3;Kusakanmuri;ソウ、くさ;
1481;伝;6;3;"Hito, Ninben, Hitoyane";デン、つた-わる、つた-える、つた-う;テン
1737;夫;4;3;Dai;フ、[フウ]、おっと;か
715;際;14;3;Kozatohen;サイ、きわ;
1739;付;5;3;"Hito, Ninben, Hitoyane";フ、つ-ける、つ-く;
1996;要;9;3;Nishi;ヨウ、かなめ、い-る;
717;在;6;3;"Tsuchi, Tsuchihen";ザイ、あ-る;
1997;容;10;3;Ukanmuri;ヨウ;い
462;君;7;3;"Kuchi, Kuchihen";クン、きみ;
1487;徒;10;3;Gyooninben;ト;いたず、かち
1743;怖;8;3;"Kokoro, Risshinben, Shitagokoro";フ、こわ-い;
720;財;10;3;"Kai, Kaihen";ザイ、[サイ];たから
976;消;10;3;"Mizu, Sanzui, Shitamizu";ショウ、き-える、け-す;
1488;途;10;3;Shinnyoo;ト;ズ
721;罪;13;3;Amigashira;ザイ、つみ;
1489;都;11;3;Oozato;ト、ツ、みやこ;す、ず
2001;葉;12;3;Kusakanmuri;ヨウ、は;
1490;渡;12;3;"Mizu, Sanzui, Shitamizu";ト、わた-る、わた-す;
2002;陽;12;3;Kozatohen;ヨウ;あき、ひ、び
1747;負;9;3;"Kai, Kaihen";フ、ま-ける、ま-かす、お-う;
980;笑;10;3;"Take, Takekanmuri";ショウ、わら-う、え-む;
1236;窓;11;3;"Ana, Anakanmuri";ソウ、まど;
725;昨;9;3;"Nichi, Nichihen";サク;きのう
1749;浮;10;3;"Mizu, Sanzui, Shitamizu";フ、う-く、う-かれる、う-かぶ、う-かべる;
2005;様;14;3;"Ki, Kihen";ヨウ、さま;
214;格;10;3;"Ki, Kihen";カク、[コウ];
982;商;11;3;"Kuchi, Kuchihen";ショウ、あきな-う;あきんど
1750;婦;11;3;"Onna, Onnahen";フ;
471;形;7;3;Sanzukuri;ケイ、ギョウ、かた、かたち;
1495;努;7;3;Chikara;ド、つと-める;
1752;富;12;3;Ukanmuri;フ、[フウ]、と-む、とみ;
1497;怒;9;3;"Kokoro, Risshinben, Shitagokoro";ド、いか-る、おこ-る;ヌ
218;覚;12;3;Miru;カク、おぼ-える、さ-ます、さ-める;
475;係;9;3;"Hito, Ninben, Hitoyane";ケイ、かか-る、かかり;
987;勝;12;3;Chikara;ショウ、か-つ、まさ-る;すぐ、た
1243;想;13;3;"Kokoro, Risshinben, Shitagokoro";ソウ、[ソ];おも
1501;当;6;3;Shoo;トウ、あ-たる、あ-てる;
222;確;15;3;"Ishi, Ishihen";カク、たし-か、たし-かめる;
1502;投;7;3;Tehen;トウ、な-げる;
2016;欲;11;3;Akubi;ヨク、ほっ-する、ほ-しい;
1505;到;8;3;"Katana, Rittoo";トウ;いた
1761;部;11;3;Oozato;ブ;フ、わ、べ
738;殺;10;3;Rumata;サツ、[サイ]、[セツ]、ころ-す;
1506;逃;9;3;Shinnyoo;トウ、に-げる、に-がす、のが-す、のが-れる;
1762;舞;15;3;Maiashi;ブ、ま-う、まい;
483;経;11;3;"Ito, Itohen";ケイ、キョウ、へ-る;キン、たていと、たて、つね
739;察;14;3;Ukanmuri;サツ;
1507;倒;10;3;"Hito, Ninben, Hitoyane";トウ、たお-れる、たお-す;
486;景;12;3;"Nichi, Nichihen";ケイ;キョウ、かげ
742;雑;14;3;Furutori;ザツ、ゾウ;
487;軽;12;3;"Kuruma, Kurumahen";ケイ、かる-い、かろ-やか;キン
1256;増;14;3;"Tsuchi, Tsuchihen";ゾウ、ま-す、ふ-える、ふ-やす;
2024;頼;16;3;Oogai;ライ、たの-む、たの-もしい、たよ-る;
234;活;9;3;"Mizu, Sanzui, Shitamizu";カツ;い
746;参;8;3;Mu;サン、まい-る;
1770;福;13;3;"Shimesu, Shimesuhen";フク;
2026;落;12;3;Kusakanmuri;ラク、お-ちる、お-とす;
1771;腹;13;3;"Niku, Nikuzuki";フク、はら;
1516;盗;11;3;Sara;トウ、ぬす-む;
237;割;12;3;"Katana, Rittoo";カツ、わ-る、わり、わ-れる、さ-く;き
750;産;11;3;Umareru;サン、う-む、う-まれる、うぶ;
1262;束;7;3;"Ki, Kihen";ソク、たば;つか、づか
1774;払;5;3;Tehen;フツ、はら-う;
496;警;19;3;"Gon, Gonben";ケイ;キョウ
752;散;12;3;Nobun;サン、ち-る、ち-らす、ち-らかす、ち-らかる;
1266;息;10;3;"Kokoro, Risshinben, Shitagokoro";ソク、いき;むすこ、やす
499;迎;7;3;Shinnyoo;ゲイ、むか-える;
755;賛;15;3;"Kai, Kaihen";サン;
1523;登;12;3;Hatsugashira;トウ、ト、のぼ-る;の
756;残;10;3;Kabanehen;ザン、のこ-る、のこ-す;
1268;速;10;3;Shinnyoo;ソク、はや-い、はや-める、はや-まる、すみ-やか;
2036;利;7;3;"Katana, Rittoo";リ、き-く;と
1013;状;7;3;"Inu, Kemonohen";ジョウ;
1269;側;11;3;"Hito, Ninben, Hitoyane";ソク、がわ;そば
1525;等;12;3;"Take, Takekanmuri";トウ、ひと-しい;ら、ま
1014;乗;9;3;No;ジョウ、の-る、の-せる;
761;支;4;3;Shi;シ、ささ-える;つか
506;欠;4;3;Akubi;ケツ、か-ける、か-く;あくび
1018;常;11;3;"Haba, Kinben";ジョウ、つね、とこ;
1019;情;11;3;"Kokoro, Risshinben, Shitagokoro";ジョウ、[セイ]、なさ-け;
1275;続;13;3;"Ito, Itohen";ゾク、つづ-く、つづ-ける;
1531;頭;16;3;Oogai;トウ、ズ、[ト]、あたま、かしら;ジュウ、かみ、がみ
252;完;7;3;Ukanmuri;カン;
509;決;7;3;"Mizu, Sanzui, Shitamizu";ケツ、き-める、き-まる;
1789;平;5;3;Ichijuu;ヘイ、ビョウ、たい-ら、ひら;ヒョウ、ピョウ
254;官;8;3;Ukanmuri;カン;
1278;存;6;3;"Ko, Kohen";ソン、ゾン;
1279;村;7;3;"Ki, Kihen";ソン、むら;
256;巻;9;2;Onore;カン、ま-く、まき;ケン
1280;孫;10;2;"Ko, Kohen";ソン、まご;
1792;並;8;2;Ni;ヘイ、なみ、なら-べる、なら-ぶ、なら-びに;な
2048;略;11;2;"Ta, Tahen";リャク;ほぼ
257;看;9;2;"Me, Mehen";カン;み
1281;尊;12;2;Sun;ソン、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ;みこと
1282;損;13;2;Tehen;ソン、そこ-なう、そこ-ねる;
259;乾;11;2;"Otsu, Otsunyoo";カン、かわ-く、かわ-かす;いぬい、ほ、ぼ
772;糸;6;2;"Ito, Itohen";シ、いと;
517;券;8;2;"Katana, Rittoo";ケン;
1541;童;12;2;Tatsu;ドウ、わらべ;わらわ
2053;粒;11;2;"Kome, Komehen";リュウ、つぶ;
518;肩;8;2;"Niku, Nikuzuki";ケン、かた;
774;伺;7;2;"Hito, Ninben, Hitoyane";シ、うかが-う;
775;志;7;2;"Kokoro, Risshinben, Shitagokoro";シ、こころざ-す、こころざし;
8;圧;5;2;"Tsuchi, Tsuchihen";アツ;おさ
1032;植;12;2;"Ki, Kihen";ショク、う-える、う-わる;
1544;銅;14;2;"Kane, Kanehen";ドウ;
1545;導;15;2;Sun;ドウ、みちび-く;
266;換;12;2;Tehen;カン、か-える、か-わる;
778;刺;8;2;"Katana, Rittoo";シ、さ-す、さ-さる;とげ
1802;壁;16;2;"Tsuchi, Tsuchihen";ヘキ、かべ;
1035;触;13;2;"Tsuno, Tsunohen";ショク、ふ-れる、さわ-る;
2060;了;2;2;Haneboo;リョウ;
13;案;10;2;"Ki, Kihen";アン;
781;枝;8;2;"Ki, Kihen";シ、えだ;
526;軒;10;2;"Kuruma, Kurumahen";ケン、のき;
527;健;11;2;"Hito, Ninben, Hitoyane";ケン、すこ-やか;たけ
1807;片;4;2;Katahen;ヘン、かた;
16;衣;6;2;"Koromo, Koromohen";イ、ころも;エ、きぬ、き、ぎぬ、ぎ
1808;辺;5;2;Shinnyoo;ヘン、あた-り、べ;ふち、は、へ
2064;涼;11;2;"Mizu, Sanzui, Shitamizu";リョウ、すず-しい、すず-む;
18;囲;7;2;Kunigamae;イ、かこ-む、かこ-う;
1554;毒;8;2;"Haha, Hahanokan";ドク;
1043;伸;7;2;"Hito, Ninben, Hitoyane";シン、の-びる、の-ばす、の-べる;
2067;量;12;2;"Sato, Satohen";リョウ、はか-る;
20;依;8;2;"Hito, Ninben, Hitoyane";イ、[エ];よ
1044;臣;7;2;Shin;シン、ジン;おみ
21;委;8;2;"Onna, Onnahen";イ、ゆだ-ねる;まか
1301;帯;10;2;"Haba, Kinben";タイ、お-びる、おび;
1813;編;15;2;"Ito, Itohen";ヘン、あ-む;
2069;領;14;2;Oogai;リョウ;
278;管;14;2;"Take, Takekanmuri";カン、くだ;
791;脂;10;2;"Niku, Nikuzuki";シ、あぶら;
1047;辛;7;2;Karai;シン、から-い;つら、づら
2071;療;17;2;Yamaidare;リョウ;
1304;袋;11;2;"Koromo, Koromohen";タイ、ふくろ;
1560;届;8;2;Shikabane;とど-ける、とど-く;
25;胃;9;2;"Niku, Nikuzuki";イ;
538;賢;16;2;"Kai, Kaihen";ケン、かしこ-い;
794;詞;12;2;"Gon, Gonben";シ;ことば
1306;替;12;2;Hirabi;タイ、か-える、か-わる;
1818;保;9;2;"Hito, Ninben, Hitoyane";ホ、たも-つ;やす
27;異;11;2;"Ta, Tahen";イ、こと;あや
2075;緑;14;2;"Ito, Itohen";リョク、[ロク]、みどり;
28;移;11;2;"Nogi, Nogihen";イ、うつ-る、うつ-す;
1565;鈍;12;2;"Kane, Kanehen";ドン、にぶ-い、にぶ-る;
1821;補;12;2;"Koromo, Koromohen";ホ、おぎな-う;フ
286;環;17;2;"Tama, Oo";カン;たまき
1566;曇;16;2;"Nichi, Nichihen";ドン、くも-る;
287;簡;18;2;"Take, Takekanmuri";カン;ケン
2079;輪;15;2;"Kuruma, Kurumahen";リン、わ;
1824;募;12;2;Chikara;ボ、つの-る;
801;誌;14;2;"Gon, Gonben";シ;
1057;針;10;2;"Kane, Kanehen";シン、はり;
1315;第;11;2;"Take, Takekanmuri";ダイ;
2083;涙;10;2;"Mizu, Sanzui, Shitamizu";ルイ、なみだ;
292;丸;3;2;Ten;ガン、まる、まる-い、まる-める;
293;含;7;2;"Kuchi, Kuchihen";ガン、ふく-む、ふく-める;ゴン
294;岸;8;2;"Yama, Yamahen";ガン、きし;
1830;包;5;2;Tsutsumigamae;ホウ、つつ-む;
39;域;11;2;"Tsuchi, Tsuchihen";イキ;
295;岩;8;2;"Yama, Yamahen";ガン、いわ;
1575;軟;11;2;"Kuruma, Kurumahen";ナン、やわ-らか、やわ-らかい;
2087;令;5;2;"Hito, Ninben, Hitoyane";レイ;リョウ
808;寺;6;2;Sun;ジ、てら;シ
554;減;12;2;"Mizu, Sanzui, Shitamizu";ゲン、へ-る、へ-らす;
1834;宝;8;2;Ukanmuri;ホウ、たから;ホ、ボ
1067;震;15;2;"Ame, Amekanmuri";シン、ふる-う、ふる-える;
1324;濯;17;2;"Mizu, Sanzui, Shitamizu";タク;あら
813;児;7;2;Hitoashi;ジ、[ニ];こ、ご
558;戸;4;2;"To, Tokanmuri";コ、と;
2094;零;13;2;"Ame, Amekanmuri";レイ;
47;印;6;2;"Fushizukuri, Warifu";イン、しるし;
304;机;6;2;"Ki, Kihen";キ、つくえ;
561;固;8;2;Kunigamae;コ、かた-める、かた-まる、かた-い;
1585;乳;8;2;"Otsu, Otsunyoo";ニュウ、ちち、ち;
2097;齢;17;2;"Ha, Hahen";レイ;よわい
307;希;7;2;"Haba, Kinben";キ;ケ、こいねが、まれ
2100;歴;14;2;Tomeru;レキ;へ
566;故;9;2;Nobun;コ、ゆえ;ふる
311;祈;8;2;"Shimesu, Shimesuhen";キ、いの-る;
567;枯;9;2;"Ki, Kihen";コ、か-れる、か-らす;
1335;担;8;2;Tehen;タン、かつ-ぐ、にな-う;
312;季;8;2;"Ko, Kohen";キ;すえ
568;個;10;2;"Hito, Ninben, Hitoyane";コ;カ
1848;豊;13;2;Mame;ホウ、ゆた-か;ブ
569;庫;10;2;Madare;コ、[ク];
1337;炭;9;2;"Hi, Hihen, Renga";タン、すみ;
2105;恋;10;2;"Kokoro, Risshinben, Shitagokoro";レン、こ-う、こい、こい-しい;
570;湖;12;2;"Mizu, Sanzui, Shitamizu";コ、みずうみ;
59;宇;6;2;Ukanmuri;ウ;
571;雇;12;2;Furutori;コ、やと-う;
60;羽;6;2;Hane;ウ、は、はね;わ
2108;練;14;2;"Ito, Itohen";レン、ね-る;
1597;燃;16;2;"Hi, Hihen, Renga";ネン、も-える、も-やす、も-す;
1598;悩;10;2;"Kokoro, Risshinben, Shitagokoro";ノウ、なや-む、なや-ます;
321;基;11;2;"Tsuchi, Tsuchihen";キ、もと、もとい;
1601;脳;11;2;"Niku, Nikuzuki";ノウ;
1602;農;13;2;Shinnotatsu;ノウ;ノ
1858;防;7;2;Kozatohen;ボウ、ふせ-ぐ;ホウ
67;雲;12;2;"Ame, Amekanmuri";ウン、くも;
835;湿;12;2;"Mizu, Sanzui, Shitamizu";シツ、しめ-る、しめ-す;
1347;団;6;2;Kunigamae;ダン、[トン];
1603;濃;16;2;"Mizu, Sanzui, Shitamizu";ノウ、こ-い;
68;永;5;2;"Mizu, Sanzui, Shitamizu";エイ、なが-い;
1605;波;8;2;"Mizu, Sanzui, Shitamizu";ハ、なみ;
72;栄;9;2;"Ki, Kihen";エイ、さか-える、は-え、は-える;ヨウ
73;営;12;2;Tsukanmuri;エイ、いとな-む;
1867;帽;12;2;"Haba, Kinben";ボウ;
76;鋭;15;2;"Kane, Kanehen";エイ、するど-い;
1612;拝;8;2;Tehen;ハイ、おが-む;
1868;棒;12;2;"Ki, Kihen";ボウ;
589;公;4;2;Hachi;コウ、おおやけ;ク、グ、きみ
1869;貿;12;2;"Kai, Kaihen";ボウ;
2126;録;16;2;"Kane, Kanehen";ロク;
847;捨;11;2;Tehen;シャ、す-てる;
1871;暴;15;2;"Nichi, Nichihen";ボウ、[バク]、あば-く、あば-れる;
81;液;11;2;"Mizu, Sanzui, Shitamizu";エキ;
339;技;7;2;Tehen;ギ、わざ;
1366;竹;6;2;"Take, Takekanmuri";チク、たけ;
1367;畜;10;2;"Ta, Tahen";チク;
1623;倍;10;2;"Hito, Ninben, Hitoyane";バイ;ベ
2135;湾;12;2;"Mizu, Sanzui, Shitamizu";ワン;ま
88;延;8;2;Ennyoo;エン、の-びる、の-べる、の-ばす;び
1112;姓;8;2;"Onna, Onnahen";セイ、ショウ;
2136;腕;12;2;"Niku, Nikuzuki";ワン、うで;
1370;築;16;2;"Take, Takekanmuri";チク、きず-く;
1118;星;9;2;"Nichi, Nichihen";セイ、[ショウ]、ほし;
352;喫;12;2;"Kuchi, Kuchihen";キツ;
1120;省;9;2;"Me, Mehen";セイ、ショウ、かえり-みる、はぶ-く;
353;詰;13;2;"Gon, Gonben";キツ、つ-める、つ-まる、つ-む;なじ
609;効;8;2;Chikara;コウ、き-く;
1377;仲;6;2;"Hito, Ninben, Hitoyane";チュウ、なか;
1633;泊;8;2;"Mizu, Sanzui, Shitamizu";ハク、と-まる、と-める;
1378;虫;6;2;"Mushi, Mushihen";チュウ、むし;
1123;清;11;2;"Mizu, Sanzui, Shitamizu";セイ、[ショウ]、きよ-い、きよ-まる、きよ-める;シン、すず、す
100;塩;13;2;"Tsuchi, Tsuchihen";エン、しお;
612;肯;8;2;"Niku, Nikuzuki";コウ;
357;逆;9;2;Shinnyoo;ギャク、さか、さか-らう;ゲキ
1893;磨;16;2;"Ishi, Ishihen";マ、みが-く;
614;厚;9;2;Gandare;コウ、あつ-い;
1638;薄;16;2;Kusakanmuri;ハク、うす-い、うす-める、うす-まる、うす-らぐ、うす-れる;すすき
1127;勢;13;2;Chikara;セイ、いきお-い;セ、ゼ
1639;麦;7;2;Mugi;バク、むぎ;
104;汚;6;2;"Mizu, Sanzui, Shitamizu";オ、けが-す、けが-れる、けが-らわしい、よご-す、よご-れる、きたな-い;
360;久;3;2;No;キュウ、[ク]、ひさ-しい;
1385;柱;9;2;"Ki, Kihen";チュウ、はしら;
1897;枚;8;2;"Ki, Kihen";マイ;
618;紅;9;2;"Ito, Itohen";コウ、[ク]、べに、くれない;
1642;爆;19;2;"Hi, Hihen, Renga";バク;
107;央;5;2;Dai;オウ;ヨウ、つ
619;荒;9;2;Kusakanmuri;コウ、あら-い、あ-れる、あ-らす;すさ
1899;埋;10;2;"Tsuchi, Tsuchihen";マイ、う-める、う-まる、う-もれる;
108;応;7;2;"Kokoro, Risshinben, Shitagokoro";オウ、こた-える;
364;旧;5;2;"Nichi, Nichihen";キュウ;ふる
620;郊;9;2;Oozato;コウ;
621;香;9;2;Kaori;コウ、[キョウ]、か、かお-り、かお-る;
1389;駐;15;2;"Uma, Umahen";チュウ;
1390;著;11;2;Kusakanmuri;チョ、あらわ-す、いちじる-しい;
1646;肌;6;2;"Niku, Nikuzuki";はだ;キ
879;授;11;2;Tehen;ジュ、さず-ける、さず-かる;
1135;整;16;2;Nobun;セイ、ととの-える、ととの-う;
1391;貯;12;2;"Kai, Kaihen";チョ;たくわ
112;欧;8;2;Akubi;オウ;
624;耕;10;2;Sukihen;コウ、たがや-す;
625;航;10;2;"Fune, Funehen";コウ;
1137;税;12;2;"Nogi, Nogihen";ゼイ;
1394;庁;5;2;Madare;チョウ;
1395;兆;6;2;Hitoashi;チョウ、きざ-す、きざ-し;
116;奥;12;2;Dai;オウ、おく;
629;康;11;2;Madare;コウ;やす
885;州;6;2;Magarigawa;シュウ、す;
886;舟;6;2;"Fune, Funehen";シュウ、ふね、[ふな];
120;億;15;2;"Hito, Ninben, Hitoyane";オク;
632;黄;11;2;"Ki, Kiiro";コウ、オウ、き、[こ];
888;周;8;2;"Kuchi, Kuchihen";シュウ、まわ-り;ス、ズ、あまね
1400;張;11;2;"Yumi, Yumihen";チョウ、は-る;
890;拾;9;2;Tehen;シュウ、ジュウ、ひろ-う;
636;硬;12;2;"Ishi, Ishihen";コウ、かた-い;
893;修;10;2;"Hito, Ninben, Hitoyane";シュウ、[シュ]、おさ-める、おさ-まる;
383;巨;5;2;Hakogamae;キョ;コ
1663;坂;7;2;"Tsuchi, Tsuchihen";ハン、さか;
640;鉱;13;2;"Kane, Kanehen";コウ;あらがね
1152;績;17;2;"Ito, Itohen";セキ;う
1408;超;12;2;"Hashiru, Soonyoo";チョウ、こ-える、こ-す;
129;温;12;2;"Mizu, Sanzui, Shitamizu";オン、あたた-か、あたた-かい、あたた-まる、あたた-める;ウン
1665;板;8;2;"Ki, Kihen";ハン、バン、いた;
1666;版;8;2;Katahen;ハン;
1922;無;12;2;"Hi, Hihen, Renga";ム、ブ、な-い;
1669;般;10;2;"Fune, Funehen";ハン;
